image_path,label,occluded,x_max,y_max,x_min,y_min
2015-10-05-10-52-01_bag/25846.png,Green,False,733.0113285453,270.0555182222,717.4400125485,233.3231830501
2015-10-05-10-52-01_bag/25846.png,Red,False,313.9613465271,296.1396430231,298.7350943682,266.7372250611
2015-10-05-10-52-01_bag/25914.png,Red,False,412.9312217564,173.4467646813,392.2565754017,128.7895285551
2015-10-05-10-52-01_bag/25914.png,Green,False,582.4633218652,180.0626515148,561.7886755105,133.7514436802
2015-10-05-10-52-01_bag/25914.png,Green,False,765.227195641,271.0310954756,746.2065209947,228.0278310578
2015-10-05-10-52-01_bag/25914.png,Green,False,858.6765971644,213.1420856824,830.559078122,142.8482880763
2015-10-05-10-52-01_bag/25914.png,Red,False,122.2440929775,285.6202094609,105.1708198303,245.5698210503
2015-10-05-10-52-01_bag/25984.png,Green,False,1028.895599924,151.9674422709,976.4454095173,34.3149355941
2015-10-05-10-52-01_bag/26124.png,Green,False,605.6942221787,281.3830207732,595.1959488684,267.8852408028
2015-10-05-10-52-01_bag/26192.png,off,False,575.1317373307,249.659201147,559.8809012103,223.7327797423
2015-10-05-10-52-01_bag/26540.png,off,False,599.1018992215,296.5247841638,596.3923571034,290.7115168718
2015-10-05-10-52-01_bag/26540.png,off,False,618.1236408734,295.0230865953,616.2768572676,291.8960891691
2015-10-05-10-52-01_bag/26610.png,off,False,596.9063341896,299.8608754598,593.0064069132,294.6422222543
2015-10-05-10-52-01_bag/26610.png,off,False,617.7282519979,299.4535574299,615.2741197087,293.6097304622
2015-10-05-10-52-01_bag/26610.png,Green,False,651.9725631039,312.8829105822,648.8750877275,305.5694270545
2015-10-05-10-52-01_bag/26818.png,Green,False,660.1597853774,320.9956868355,656.2791444837,311.1000525565
2015-10-05-10-52-01_bag/26818.png,Green,False,655.3089842603,320.9956868355,650.6522151878,311.8761807352
2015-10-05-10-52-01_bag/26818.png,Green,False,607.0489070785,300.9819528113,602.40335421,291.0285491576
2015-10-05-10-52-01_bag/26818.png,off,False,575.3118707218,302.0825304062,570.3184207128,292.4515040806
2015-10-05-10-52-01_bag/26888.png,Green,False,679.800076821,317.2881556689,674.8430810609,309.7625548886
2015-10-05-10-52-01_bag/26888.png,Green,False,674.0435656157,320.446582538,668.6068605884,313.491479886
2015-10-05-10-52-01_bag/26888.png,Green,False,617.2387402476,297.1969815601,610.8831418934,285.0635665203
2015-10-05-10-52-01_bag/26958.png,Green,False,697.7521847757,305.9697724585,693.1922953263,300.9264044115
2015-10-05-10-52-01_bag/26958.png,Green,False,687.7011864181,310.0025052603,683.6563069848,299.2840844184
2015-10-05-10-52-01_bag/26958.png,Green,False,619.4708374507,281.6541354072,615.0223714512,270.0354653156
2015-10-05-10-52-01_bag/26958.png,Red,False,574.938173004,280.7248142954,569.5569673441,266.9847536487
2015-10-05-10-52-01_bag/27026.png,Green,False,708.8981927494,296.8685799264,701.8144362799,288.7427183152
2015-10-05-10-52-01_bag/27026.png,Green,False,692.0814675854,303.6592508732,686.5785523087,290.1344472943
2015-10-05-10-52-01_bag/27026.png,Green,False,605.3680186006,267.8641442962,599.1219339452,252.5608416284
2015-10-05-10-52-01_bag/27026.png,Red,False,548.4297569331,266.1195005138,543.6323828642,250.6344815622
2015-10-05-10-52-01_bag/27096.png,Red,False,318.1082479426,302.4513079648,310.0842787601,280.6564727529
2015-10-05-10-52-01_bag/27096.png,Green,False,763.338792538,274.7681931127,751.1781402093,246.1787257238
2015-10-05-10-52-01_bag/27096.png,Green,False,723.8458598096,291.6094648879,715.7501318811,271.3703091021
2015-10-05-10-52-01_bag/27096.png,Green,False,603.7062991796,244.1171930289,594.8995854254,221.8068965094
2015-10-05-10-52-01_bag/27096.png,Red,False,525.9920154546,241.842834205,517.7803540277,220.8671665922
2015-10-05-10-52-01_bag/27166.png,Green,False,888.4791586367,219.6910842025,857.7848749966,148.7474532993
2015-10-05-10-52-01_bag/27166.png,Green,False,557.2926402612,198.2384408026,543.7032527106,162.6319009321
2015-10-05-10-52-01_bag/27166.png,Red,False,433.501392894,195.3045581229,419.9350589396,159.7861251306
2015-10-05-10-52-01_bag/27166.png,Red,False,85.4303582226,287.1928406547,72.035613947,252.0964042666
2015-10-05-10-52-01_bag/27166.png,Green,False,748.1232755707,276.2522016997,736.3709974576,244.884908152
2015-10-05-10-52-01_bag/27234.png,Green,False,944.1305218672,191.2110435304,911.4498305043,109.5868221702
2015-10-05-10-52-01_bag/27582.png,Green,False,603.3188701772,293.9347871945,596.4688586219,277.4245029329
2015-10-05-10-52-01_bag/27582.png,Green,False,635.4612320908,291.7392706703,628.2599378916,278.0392475596
2015-10-05-10-52-01_bag/27582.png,Green,False,689.7304988553,318.0960948957,679.521694493,301.0140361113
2015-10-05-10-52-01_bag/27652.png,Green,False,641.6901857383,274.4306018163,632.4249468586,256.6513596416
2015-10-05-10-52-01_bag/27652.png,Green,False,713.224039917,307.9857912726,701.4553838549,287.7024304818
2015-10-05-10-52-01_bag/27652.png,Green,False,601.4676359667,277.3965851331,591.4173847104,255.4870373944
2015-10-05-10-52-01_bag/27652.png,Green,False,440.6792849111,309.8806392189,432.1726575179,296.2252636666
2015-10-05-10-52-01_bag/27722.png,Green,False,747.4002710296,294.0108199439,735.8740663838,267.3108775365
2015-10-05-10-52-01_bag/27722.png,Green,False,735.4927139193,299.3132443979,725.6992452521,271.6768807615
2015-10-05-10-52-01_bag/27722.png,Green,False,639.9659227353,251.8758318652,631.7155559872,231.3614064373
2015-10-05-10-52-01_bag/27722.png,Green,False,583.9636507527,255.7445976838,575.3694357782,229.0572985528
2015-10-05-10-52-01_bag/27722.png,Green,False,364.0794039882,308.5576009806,356.9150433375,286.4867480082
2015-10-05-10-52-01_bag/27790.png,Green,False,865.828664098,254.3924710653,844.2613639158,204.1347256865
2015-10-05-10-52-01_bag/27790.png,Green,False,813.1965370478,273.5853895761,797.5651910441,241.729102151
2015-10-05-10-52-01_bag/27790.png,Green,False,661.8141038335,200.0540856627,647.7660446838,166.1226197164
2015-10-05-10-52-01_bag/27790.png,Green,False,573.3814802689,205.8014407177,558.5108722319,163.2683037516
2015-10-05-10-52-01_bag/27790.png,Green,False,238.3549282713,292.3686498028,223.472993159,251.8080815556
2015-10-05-10-52-01_bag/27860.png,Green,False,1073.6616575199,205.657440957,1034.6822250804,124.5327338494
2015-10-05-10-52-01_bag/27860.png,Green,False,704.9458165268,19.673373082,666.1357024961,0.07991745480000001
2015-10-05-10-52-01_bag/27860.png,Green,False,482.2586573795,34.2549141459,445.2009061833,0.4567146784
2015-10-05-10-52-01_bag/28138.png,Red,False,604.6917528274,325.91189953,602.5925811164,320.8890808872
2015-10-05-10-52-01_bag/28208.png,Yellow,False,908.2743038982,207.1388379759,895.832675594,192.0017528388
2015-10-05-10-52-01_bag/28208.png,Yellow,False,468.4142659595,226.4473549764,456.3940639393,213.4170519461
2015-10-05-10-52-01_bag/28624.png,Yellow,False,528.3060957738,318.8570680018,522.4693009192,307.890968578
2015-10-05-10-55-33_bag/29974.png,off,False,583.082898089,302.8620665855,578.59416102,292.3565357825
2015-10-05-10-55-33_bag/29974.png,off,False,616.055871062,303.2149804466,611.3159132542,293.6692770953
2015-10-05-10-55-33_bag/30044.png,off,False,568.294989413,289.5827794887,563.7439475902,278.8977247742
2015-10-05-10-55-33_bag/30044.png,off,False,608.2650089003,291.5614933247,603.1203529267,279.8870816922
2015-10-05-10-55-33_bag/30114.png,off,False,573.132355267,281.7910304093,567.9209562289,269.0941672982
2015-10-05-10-55-33_bag/30114.png,Green,False,623.3572751888,284.1196924145,617.8583489509,268.8188151048
2015-10-05-10-55-33_bag/30114.png,Green,False,656.6085149462,287.0011868206,651.8322007781,274.355086035
2015-10-05-10-55-33_bag/30184.png,off,False,555.4345471083,272.5310792597,546.264134358,252.5719456267
2015-10-05-10-55-33_bag/30184.png,Green,False,622.3246165811,276.3071315687,615.8513840515,257.4268700239
2015-10-05-10-55-33_bag/30184.png,Green,False,672.7732242718,284.1937586743,663.8611919795,264.9789746418
2015-10-05-10-55-33_bag/30184.png,Green,False,823.1147253538,318.1353112345,815.4219721176,300.1344903409
2015-10-05-10-55-33_bag/30184.png,Green,False,774.0511613819,330.5179512632,768.1714325316,316.2753041619
2015-10-05-10-55-33_bag/30184.png,Red,False,937.9681995743,322.9529455367,929.7657448016,305.9355909047
2015-10-05-10-55-33_bag/30252.png,off,False,496.9863098664,221.1647396728,485.5030562779,193.98770618
2015-10-05-10-55-33_bag/30252.png,Green,False,605.2815893339,226.3786386052,592.6582414339,197.3725532851
2015-10-05-10-55-33_bag/30252.png,Green,False,679.7945521018,235.9015206027,668.4145118902,208.7879045377
2015-10-05-10-55-33_bag/30252.png,Green,False,843.7149562863,302.6382244767,831.9532377406,274.7629898734
2015-10-05-10-55-33_bag/30252.png,Green,False,1011.6127747502,269.2278265919,986.4541715115,222.2502287711
2015-10-05-10-55-33_bag/30322.png,Green,False,1153.9338528827,251.6833025135,1129.3375795907,193.1207470565
2015-10-05-10-55-33_bag/30322.png,Green,False,767.3695592077,91.807526116,732.2834535925,22.7037106768
2015-10-05-10-55-33_bag/30322.png,Green,False,583.5345627318,67.2112528241,551.9107827851,1.6211907123
2015-10-05-10-55-33_bag/30322.png,Red,False,323.9870962548,62.2743709769,293.7923416456,0.30605106
2015-10-05-10-55-33_bag/30530.png,Yellow,False,495.5985159805,321.8054744911,489.0131606796,308.6699727053
2015-10-05-10-55-33_bag/30530.png,Red,False,520.5090723005,320.7675346445,514.5409181822,311.4260760244
2015-10-05-10-55-33_bag/30530.png,Green,False,544.9006586972,328.5520834945,534.7807451922,316.3562902961
2015-10-05-10-55-33_bag/30600.png,Red,False,609.0570577265,292.9759373683,601.2725088765,279.4827193616
2015-10-05-10-55-33_bag/30600.png,Yellow,False,561.8307947031,308.026065145,554.5652157764,299.9820313333
2015-10-05-10-55-33_bag/30600.png,Yellow,False,524.6403099768,306.8359229214,520.089268154,299.9104244953
2015-10-05-10-55-33_bag/30600.png,Yellow,False,541.4593775829,306.8359229214,534.1381363896,299.7125531117
2015-10-05-10-55-33_bag/30600.png,Red,False,485.7678761342,323.5911721675,478.5161007088,311.3869647442
2015-10-05-10-55-33_bag/30670.png,Red,False,582.6665711323,313.0418250649,574.8820222823,299.2891220966
2015-10-05-10-55-33_bag/30670.png,Red,False,538.8136126106,309.4090356016,530.2506088756,296.4347875183
2015-10-05-10-55-33_bag/30670.png,Yellow,False,490.4820295393,319.9521888089,480.2570203176,306.805748381
2015-10-05-10-55-33_bag/30670.png,Green,False,634.585824293,288.337839682,625.3884505827,276.4873774014
2015-10-05-10-55-33_bag/30738.png,Green,False,658.5968035613,286.0482655499,651.8711398444,271.5259478701
2015-10-05-10-55-33_bag/30808.png,Yellow,False,561.6712804302,310.9814782569,554.9354410017,297.285271419
2015-10-05-10-55-33_bag/30808.png,Green,False,681.6175196851,285.1369733974,673.0532208996,267.5691810168
2015-10-05-10-55-33_bag/30808.png,Green,False,743.6183498309,314.6574985572,735.0553460959,300.3858256655
2015-10-05-10-55-33_bag/30878.png,Red,False,550.0149973099,312.0972922918,545.6187343315,299.6709437506
2015-10-05-10-55-33_bag/30878.png,Green,False,681.2233335601,281.2235003828,675.3079077678,263.860838727
2015-10-05-10-55-33_bag/30878.png,Green,False,763.1237248815,307.146338443,759.0326542613,296.1527135432
2015-10-05-10-55-33_bag/30878.png,Green,False,748.850220608,311.4225468219,744.2992776041,299.8279272185
2015-10-05-10-55-33_bag/30948.png,Green,False,782.4698010556,303.6728479725,772.9424436633,287.6914742822
2015-10-05-10-55-33_bag/30948.png,Green,False,767.0716744498,308.0168300887,758.0511733109,294.0438969519
2015-10-05-10-55-33_bag/30948.png,Green,False,692.6083219106,275.8260221026,682.1728402009,255.4856763972
2015-10-05-10-55-33_bag/30948.png,Red,False,552.1709197717,309.483952292,543.5846813329,293.3847552191
2015-10-05-10-55-33_bag/30948.png,Red,False,595.9070718197,312.0329918285,590.2723528442,302.7759535116
2015-10-05-10-55-33_bag/30948.png,off,False,485.4165255861,306.330016879,473.981899606,281.6892031473
2015-10-05-10-55-33_bag/31016.png,Red,False,544.8378943914,319.685604183,537.5543415973,299.7401916279
2015-10-05-10-55-33_bag/31016.png,Green,False,695.307811811,284.3819766611,684.4305746042,258.979170967
2015-10-05-10-55-33_bag/31016.png,Green,False,774.0430312851,318.7876611651,763.8873733193,300.7969516528
2015-10-05-10-55-33_bag/31016.png,Green,False,792.3994377653,311.022019902,782.3258000627,294.3050518001
2015-10-05-10-55-33_bag/31086.png,Green,False,698.2281288435,275.7438533003,685.5232298419,251.4379173608
2015-10-05-10-55-33_bag/31086.png,Red,False,527.6617811064,317.9170597085,519.5298398382,297.9780823745
2015-10-05-10-55-33_bag/31086.png,Green,False,789.0406880598,316.4746393135,778.0929389921,296.2449367685
2015-10-05-10-55-33_bag/31086.png,Green,False,813.9325629286,308.7115804238,800.688808992,288.6275554711
2015-10-05-10-55-33_bag/31156.png,Green,False,843.5405133748,301.5347156144,830.5191502147,276.7486482703
2015-10-05-10-55-33_bag/31156.png,Green,False,891.6786379912,284.7393351154,881.2292782706,262.536588616
2015-10-05-10-55-33_bag/31156.png,Green,False,727.5622235558,250.3179148593,710.3515134278,217.1258310409
2015-10-05-10-55-33_bag/31156.png,Yellow,False,509.1816272944,307.0450705634,497.710966151,282.3111476133
2015-10-05-10-55-33_bag/31156.png,Yellow,False,618.1107263411,314.4307401507,612.3861312893,303.4288690842
2015-10-05-10-55-33_bag/31226.png,Green,False,794.0193453664,187.7124465909,770.1299943478,135.2826317012
2015-10-05-10-55-33_bag/31226.png,Green,False,979.5025046556,270.1017959162,959.6668869343,229.9067538764
2015-10-05-10-55-33_bag/31226.png,Green,False,1132.1731417831,227.3209845679,1118.0553977784,185.2711662205
2015-10-05-10-55-33_bag/31226.png,Red,False,462.9382720795,276.9006007975,446.9290898151,245.2543092726
2015-10-05-10-55-33_bag/31226.png,Yellow,False,590.1276056055,299.7378862398,585.3791841557,291.897968254
2015-10-05-10-55-33_bag/31226.png,Red,False,624.2519145525,300.4447175654,618.705863172,292.3872343066
2015-10-05-10-55-33_bag/31294.png,Yellow,False,622.8562195154,301.8419675554,616.3602845694,289.8393405751
2015-10-05-10-55-33_bag/31294.png,off,False,550.8785612694,296.3736968007,545.2622731225,283.7770631965
2015-10-05-10-55-33_bag/31294.png,Red,False,318.8401056519,240.9118802167,289.5538596407,171.9158446174
2015-10-05-10-55-33_bag/31294.png,Red,False,585.1622497424,301.9615627655,578.917905851,289.834865933
2015-10-05-10-55-33_bag/31364.png,Red,False,607.4636054093,289.904422899,600.574379264,277.4468510254
2015-10-05-10-55-33_bag/31364.png,Red,False,564.2922541569,289.9183432295,557.7162817484,277.3807217388
2015-10-05-10-55-33_bag/31364.png,off,False,522.2784791536,281.38801239,516.4140282204,267.5893080736
2015-10-05-10-55-33_bag/31434.png,off,False,499.2643173727,271.0782744365,491.1594068015,253.8643518477
2015-10-05-10-55-33_bag/31434.png,Green,False,599.7541458636,282.3828364897,592.3655664017,265.1120131088
2015-10-05-10-55-33_bag/31504.png,Green,False,606.9632179239,272.4838348381,599.2613545698,256.0863193102
2015-10-05-10-55-33_bag/31504.png,off,False,492.2089315767,260.4341642023,483.7429016194,240.7809850116
2015-10-05-10-55-33_bag/31572.png,off,False,486.5015339994,255.5503080396,477.7745178361,234.7960357922
2015-10-05-10-55-33_bag/31572.png,off,False,554.6936823199,268.4787223364,544.5480206317,248.4708174383
2015-10-05-10-55-33_bag/31902.png,Red,False,539.5946624082,284.1349658375,531.3821038487,264.771550261
2015-10-05-10-55-33_bag/31902.png,Green,False,604.7593264854,284.322284019,596.5896648681,264.3838459236
2015-10-05-10-55-33_bag/31902.png,Green,False,747.9420534222,320.3472569963,737.2292060601,295.8607487402
2015-10-05-10-55-33_bag/31972.png,Red,False,518.3699722099,265.3794663394,509.8108620854,244.4614444074
2015-10-05-10-55-33_bag/31972.png,Green,False,595.4527013026,264.7028699679,586.1849683558,243.8114162881
2015-10-05-10-55-33_bag/31972.png,Green,False,767.2515495419,308.4433210802,757.8048949777,289.4435385929
2015-10-05-10-55-33_bag/31972.png,Green,False,849.8640365287,286.7207270538,840.0014782512,276.6127021123
2015-10-05-10-55-33_bag/31972.png,Red,False,453.2750859897,335.7850993258,447.9182577959,323.0626323655
2015-10-05-10-55-33_bag/31972.png,Red,False,242.7365322108,333.1271113093,231.9299894716,311.9587020411
2015-10-05-10-55-33_bag/32040.png,Red,False,500.2288227893,232.5910811842,488.0525088576,203.3465075449
2015-10-05-10-55-33_bag/32040.png,Green,False,604.6995752228,232.6605044029,591.2647171312,203.3393685809
2015-10-05-10-55-33_bag/32040.png,Green,False,835.1715948992,295.1551279246,822.9314777689,270.716141299
2015-10-05-10-55-33_bag/32040.png,Green,False,1031.9614289533,250.1399597135,1016.9057065335,232.397134057
2015-10-05-10-55-33_bag/32040.png,Red,False,130.990269218,317.7440384443,119.1598325252,288.9536506269
2015-10-05-10-55-33_bag/32110.png,Red,False,412.4022064173,164.5927085882,391.4697323547,116.872165599
2015-10-05-10-55-33_bag/32110.png,Green,False,579.72240325,165.8005842375,558.6748692253,118.5032040492
2015-10-05-10-55-33_bag/32110.png,Green,False,956.0286779444,272.6517096177,936.1632639532,227.9567180665
2015-10-05-10-55-33_bag/32804.png,off,False,514.8252471953,300.0951706935,507.9179503892,285.8858744068
2015-10-05-10-55-33_bag/32804.png,off,False,443.8669268728,305.938117564,439.313622908,296.8315096345
2015-10-05-10-55-33_bag/32874.png,Red,False,563.003919469,285.6784843604,554.7104437318,271.7383868447
2015-10-05-10-55-33_bag/32874.png,off,False,479.5955817706,292.6745153734,472.5557106469,280.1251798921
2015-10-05-10-55-33_bag/32944.png,Red,False,619.1958794961,271.6523363944,612.2355120866,257.2825456137
2015-10-05-10-55-33_bag/32944.png,Red,False,717.514660201,301.1050814005,711.906206121,292.1890774785
2015-10-05-10-55-33_bag/33014.png,Red,False,825.0594875208,288.0695310865,816.3534213922,272.6360502221
2015-10-05-10-55-33_bag/33014.png,Red,False,744.3289092594,301.3677896446,738.2527468356,288.5758687525
2015-10-05-10-55-33_bag/33014.png,Red,False,633.539837969,262.3976586075,626.9990066732,245.8969251112
2015-10-05-10-55-33_bag/33082.png,off,False,274.2996108082,236.8722018247,261.7553343503,210.64326014
2015-10-05-10-55-33_bag/33082.png,Red,False,630.6742383345,257.9725312949,624.543878536,242.3576757241
2015-10-05-10-55-33_bag/33082.png,Red,False,749.9357307458,300.393570943,743.8324682546,287.8828464573
2015-10-05-10-55-33_bag/33082.png,Red,False,844.8646798173,287.9421621311,836.3390395321,267.2170693535
2015-10-05-10-55-33_bag/33082.png,off,False,57.1175019633,306.1209286633,49.420799808,286.9231374721
2015-10-05-10-55-33_bag/33082.png,off,False,549.336397872,288.7384532977,543.2786607673,272.7200589693
2015-10-05-10-55-33_bag/33994.png,Red,False,627.3256263137,262.1158335794,620.0695566847,245.1850044452
2015-10-05-10-55-33_bag/33994.png,Yellow,False,750.0159618736,304.1490872723,744.9711287117,292.1334844614
2015-10-05-10-55-33_bag/33994.png,off,False,509.7854191128,274.8383272658,503.4535348376,259.4043593449
2015-10-05-10-55-33_bag/34064.png,Red,False,636.093506972,254.6473668526,627.4471173737,241.942467851
2015-10-05-10-55-33_bag/35192.png,Green,False,895.7955836665,294.3192068255,881.1188414331,265.5292407823
2015-10-05-10-55-33_bag/35192.png,Green,False,640.8071458937,264.8924717299,632.0350946655,244.948805973
2015-10-05-10-55-33_bag/35192.png,Green,False,773.5495287888,312.2541958306,764.9487037354,295.3070539985
2015-10-05-10-55-33_bag/35192.png,Green,False,548.9752993512,295.908993991,541.630696593,279.256949276
2015-10-05-10-55-33_bag/35192.png,off,False,511.5708145338,279.0548222359,505.1857367227,261.0393297976
2015-10-05-10-55-33_bag/35192.png,off,False,212.7171136342,233.324490748,198.6824186146,201.5617599142
2015-10-05-10-55-33_bag/35262.png,Green,False,533.8680389022,294.9281116801,526.4156345213,277.9169527548
2015-10-05-10-55-33_bag/35262.png,Green,False,637.997537105,262.667470563,628.0277113661,240.5866040999
2015-10-05-10-55-33_bag/35262.png,Green,False,786.2872546747,315.5804550435,778.116593203,298.4359798551
2015-10-05-10-55-33_bag/35262.png,Green,False,954.284080067,290.9714136213,937.4481269869,258.6454039388
2015-10-05-10-55-33_bag/35332.png,Green,False,628.3824891119,231.322785912,615.7711216658,203.5330389061
2015-10-05-10-55-33_bag/35332.png,off,False,439.6468058359,250.9738712743,430.6584922938,228.1822532828
2015-10-05-10-55-33_bag/35332.png,Green,False,1173.1696023975,249.7816802459,1143.4133099485,191.0405786453
2015-10-05-10-55-33_bag/35332.png,Green,False,822.8691665883,298.862775119,813.5274521908,279.3859856927
2015-10-05-10-55-33_bag/35332.png,off,False,493.700529451,277.311950857,483.2844746297,251.8918170669
2015-10-05-10-55-33_bag/35400.png,Green,False,633.9063097637,170.817320634,612.8459164532,125.5307767766
2015-10-05-10-55-33_bag/35400.png,Green,False,933.743089708,276.3082876186,917.3277601682,237.4898011194
2015-10-05-10-55-33_bag/35400.png,off,False,342.8130160422,202.5783647946,326.7240423935,162.6600975285
2015-10-05-10-55-33_bag/35400.png,off,False,426.2975562593,239.4843842571,408.2199658138,200.9011057844
2015-10-05-10-55-33_bag/35470.png,off,False,176.8972729169,116.0647764907,138.8168212585,29.7133297722
2015-10-05-10-55-33_bag/35818.png,off,False,618.2156453221,307.6809732358,614.8423408204,301.9723040791
2015-10-05-10-55-33_bag/35888.png,off,False,516.6604671198,299.6184209313,510.3101239386,288.5053203643
2015-10-05-10-55-33_bag/35888.png,Green,False,618.265958018,303.0203904926,611.9156148369,292.1340878964
2015-10-05-10-55-33_bag/35956.png,off,False,492.7793908218,291.2218050999,486.7159854051,277.9780511633
2015-10-05-10-55-33_bag/35956.png,off,False,615.6656447778,292.2093481919,611.6669964766,282.7470164857
2015-10-05-10-55-33_bag/35956.png,Green,False,645.0068349828,295.8982102098,639.6019890053,283.2222346596
2015-10-05-10-55-33_bag/36026.png,off,False,505.6863617518,274.3195549382,498.2990274366,257.8934400108
2015-10-05-10-55-33_bag/36026.png,Green,False,607.7723991351,282.5103028412,602.1257612864,268.5825495373
2015-10-05-10-55-33_bag/36026.png,Green,False,643.7018569773,284.8201622579,637.7873777189,270.6245675442
2015-10-05-10-55-33_bag/36026.png,Green,False,726.7830531623,313.306693229,720.0279189114,300.5863183891
2015-10-05-10-55-33_bag/36026.png,Green,False,756.2877388002,307.7502926821,749.5015589341,301.7859664991
2015-10-05-10-55-33_bag/36026.png,Red,False,561.7836571015,281.2853099888,555.7632874297,267.3333421779
2015-10-05-10-55-33_bag/36096.png,off,False,453.3279234488,250.6595853282,443.1865257133,227.0371252526
2015-10-05-10-55-33_bag/36096.png,Green,False,601.2859627939,267.434943074,593.4176296347,249.65058348190001
2015-10-05-10-55-33_bag/36096.png,Green,False,649.1365572711,270.5238791595,641.5064202438,252.1723583794
2015-10-05-10-55-33_bag/36096.png,Green,False,755.7885196028,308.4621192338,748.086406313,290.1730566797
2015-10-05-10-55-33_bag/36096.png,Green,False,806.1407364732,299.7342353365,794.4585909238,287.6402014256
2015-10-05-10-55-33_bag/36096.png,Yellow,False,540.3690220501,264.0496360747,533.1205078253,249.5366204605
2015-10-05-10-55-33_bag/36166.png,Green,False,592.0636281462,239.1673773759,581.9217649842,212.9989961035
2015-10-05-10-55-33_bag/36166.png,Green,False,661.9888536165,242.3586433847,652.2007424739,216.8285153141
2015-10-05-10-55-33_bag/36166.png,Green,False,816.7677302851,299.7322154941,806.3741169004,274.6807773249
2015-10-05-10-55-33_bag/36166.png,Green,False,922.3022276205,279.5029324558,905.8233909547,264.8672069972
2015-10-05-10-55-33_bag/36166.png,Yellow,False,504.7728350224,231.9504546131,495.0740991139,212.0317270609
2015-10-05-10-55-33_bag/36166.png,Red,False,179.1844887938,316.2941827216,168.7467408362,293.2214399952
2015-10-05-10-55-33_bag/36234.png,Red,False,415.6374461827,165.4254177352,396.9998226024,122.0506739251
2015-10-05-10-55-33_bag/36234.png,Green,False,571.0274473271,169.1515876446,551.0048579154,124.6738741366
2015-10-05-10-55-33_bag/36234.png,Green,False,694.8927076197,176.1335542999,674.463990369,130.6214753615
2015-10-05-10-55-33_bag/36234.png,Green,False,964.5965530646,275.2913113589,946.1540338595,232.966558181
2015-10-05-10-55-33_bag/36304.png,off,False,566.18262083,294.4331244284,562.8093163283,284.3132109234
2015-10-05-10-55-33_bag/36374.png,off,False,614.8535269941,280.2702943591,608.2975003436,266.83843488
2015-10-05-10-55-33_bag/36442.png,Green,False,646.2901549091,260.4871569047,639.7809672389,244.5057832144
2015-10-05-10-55-33_bag/36442.png,off,False,475.6098571608,301.4782747864,465.5060980181,279.9235886153
2015-10-05-10-55-33_bag/36442.png,Green,False,766.3402882367,303.7521471216,760.9583970022,291.498564147
2015-10-05-10-55-33_bag/36442.png,Red,False,476.2575028931,329.1211270935,465.817258586,308.346572961
2015-10-05-10-55-33_bag/36512.png,Green,False,830.0685435018,289.9036024383,821.194247153,269.5553295294
2015-10-05-10-55-33_bag/36512.png,Green,False,908.9932765564,269.6743836282,898.9885206015,255.8904177299
2015-10-05-10-55-33_bag/36512.png,Green,False,655.7558710684,224.713765156,644.0889088715,199.447562311
2015-10-05-10-55-33_bag/36512.png,Red,False,358.4594484091,317.4114528523,345.3911788227,289.1946331937
2015-10-05-10-55-33_bag/36512.png,off,False,631.1272242312,298.7029597823,627.5980856196,290.5859409757
2015-10-05-10-55-33_bag/36582.png,Green,False,664.8197598114,148.9781035519,642.5873875591,99.4818746095
2015-10-05-10-55-33_bag/36582.png,Green,False,988.3788811587,269.0617177692,976.8332239272,238.0311826781
2015-10-05-10-55-33_bag/36582.png,off,False,621.3435687552,302.24154372,617.8224966323,294.5794075781
2015-10-05-10-55-33_bag/36582.png,off,False,430.5231165841,273.479409117,414.549734881,233.8433187698
2015-10-05-10-55-33_bag/36652.png,off,False,586.9168554833,299.5569407029,579.934888828,286.6273728227
2015-10-05-10-55-33_bag/36652.png,off,False,632.4289344217,299.8155320605,625.4469677664,288.1789209683
2015-10-05-10-55-33_bag/36652.png,off,False,568.5568690934,297.4882098421,562.8678592261,285.075824677
2015-10-05-10-55-33_bag/36720.png,Yellow,False,576.6995106579,290.904673916,570.3169786403,278.7446453392
2015-10-05-10-55-33_bag/36720.png,off,False,632.1643664328,292.0216170191,626.9423459216,278.1396098807
2015-10-05-10-55-33_bag/36790.png,Green,False,622.5816447467,278.0504059519,615.7805470466,261.2288051038
2015-10-05-10-55-33_bag/36790.png,Yellow,False,549.0552276958,276.772223232,542.3154081226,261.8163683387
2015-10-05-10-55-33_bag/36860.png,Green,False,626.3414272132,250.8767946555,616.2224317301,225.9915600958
2015-10-05-10-55-33_bag/36860.png,Red,False,517.3055348169,250.3986570228,507.5182257703,226.6642324869
2015-10-05-10-55-33_bag/36860.png,Green,False,823.5341924118,306.9102116995,814.4433023753,288.2765348491
2015-10-05-10-55-33_bag/36860.png,Green,False,859.5687704744,296.1648474531,852.4562319431,286.983578061
2015-10-05-10-55-33_bag/36930.png,Red,False,419.4872455661,172.6640828343,400.9011603007,127.5550920554
2015-10-05-10-55-33_bag/36930.png,Green,False,624.9043196641,172.51887127,603.8715360211,127.3617732319
2015-10-05-10-55-33_bag/36930.png,Green,False,990.4005182088,279.281341118,970.7812671255,239.4006988086
2015-10-05-10-55-33_bag/36930.png,Green,False,1150.0883470575,248.0139010601,1122.6516328224,192.340712575
2015-10-05-10-55-33_bag/37276.png,Green,False,630.242902576,289.0767466038,626.0697853689,278.5304747383
